name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,gender,debt_to_income,income_per_exp,credit_category,loan_to_points,income_bracket,gender_encoded
Karina Wilson,Lake Sean,126605,633,28463,12,70.0,True,Female,0.22481734528652106,9738.846153846154,Fair,400.88732394366195,100K-130K,0
Stephanie Hall,West Jeremybury,117900,722,14104,24,80.0,True,Female,0.11962680237489398,4716.0,Good,174.12345679012347,100K-130K,0
Angel Richards,South Dustinmouth,55825,482,26384,23,35.0,False,Male,0.47261979399910437,2326.0416666666665,Poor,732.8888888888889,40K-70K,1
Nathan Chen,Jamesberg,77739,332,46364,36,40.0,False,Male,0.5964059223813015,2101.054054054054,Poor,1130.8292682926829,70K-100K,1
Chad York,Barnesmouth,86531,525,20343,38,50.0,False,Male,0.23509493707457443,2218.74358974359,Poor,398.88235294117646,70K-100K,1
Robert Cisneros,New Tara,39171,535,6667,26,35.0,False,Male,0.1702024456868602,1450.7777777777778,Poor,185.19444444444446,<40K,1
Katherine Forbes,Hoodview,117062,314,48842,27,45.0,False,Female,0.41723189420990586,4180.785714285715,Poor,1061.7826086956522,100K-130K,0
Danielle Murphy,New Sophia,73279,305,28379,2,30.0,False,Female,0.3872732979434763,24426.333333333332,Poor,915.4516129032259,70K-100K,0
John Mack,South Amandafort,111678,400,30651,31,50.0,False,Male,0.27445871165314567,3489.9375,Poor,601.0,100K-130K,1
Justin Smith,Dodsonberg,71145,667,20384,15,55.0,False,Male,0.28651345842996695,4446.5625,Fair,364.0,70K-100K,1
Ann Castillo,Evanmouth,116951,324,30808,29,50.0,False,Female,0.2634265632615369,3898.366666666667,Poor,604.0784313725491,100K-130K,0
Shelly Sullivan,Courtneytown,141151,372,26223,21,55.0,False,Female,0.18577976776643454,6415.954545454545,Poor,468.26785714285717,130K+,0
Elizabeth Mullins,Port Gail,46334,643,49218,3,30.0,False,Female,1.0622437087236154,11583.5,Fair,1587.6774193548388,40K-70K,0
Susan Cox,North Patrickmouth,124339,341,24958,23,55.0,False,Female,0.20072543610612922,5180.791666666667,Poor,445.67857142857144,100K-130K,0
Justin Jones,East Tina,147970,544,36365,7,50.0,False,Male,0.2457592755288234,18496.25,Poor,713.0392156862745,130K+,1
Nancy Goodwin,Port Julie,69363,530,22001,22,40.0,False,Female,0.3171863962054698,3015.782608695652,Poor,536.609756097561,40K-70K,0
Kathy Henderson,North Nathanmouth,96469,797,33863,33,80.0,True,Female,0.3510246815039028,2837.323529411765,Excellent,418.0617283950617,70K-100K,0
Julie Patel,Shannonstad,70538,367,13343,29,45.0,False,Female,0.18916045252204486,2351.266666666667,Poor,290.0652173913044,70K-100K,0
James White,North Fredville,117410,451,33527,9,45.0,False,Male,0.28555489310961585,11741.0,Poor,728.8478260869565,100K-130K,1
Kelly Burton,Robertside,83528,435,32057,22,45.0,False,Female,0.3837874724643233,3631.6521739130435,Poor,696.8913043478261,70K-100K,0
Oscar Smith,North Andrew,72753,537,35053,21,35.0,False,Male,0.48180831031022775,3306.9545454545455,Poor,973.6944444444445,70K-100K,1
Grant Lucas,Toddhaven,82743,755,31015,19,80.0,True,Male,0.37483533350253195,4137.15,Excellent,382.9012345679012,70K-100K,1
Stephanie Parker,Jeremystad,121384,595,4101,9,70.0,True,Female,0.03378534238449878,12138.4,Fair,57.76056338028169,100K-130K,0
Jesus Jackson,Lake Amanda,68752,486,12492,9,40.0,False,Male,0.18169653246451012,6875.2,Poor,304.6829268292683,40K-70K,1
Bruce Chaney,South Jorge,102667,488,14445,35,55.0,False,Male,0.14069759513767813,2851.8611111111113,Poor,257.94642857142856,100K-130K,1
Mary Spence,West Shane,46683,466,35972,19,25.0,False,Female,0.7705588758220338,2334.15,Poor,1383.5384615384614,40K-70K,0
Alexander Velazquez,South Sarah,55144,459,1281,34,50.0,False,Male,0.023230088495575223,1575.5428571428572,Poor,25.11764705882353,40K-70K,1
Erin Thornton,Kempshire,85108,450,38043,28,40.0,False,Female,0.44699675706161585,2934.7586206896553,Poor,927.8780487804878,70K-100K,0
Michael Wilson,South Christinabury,117153,756,24422,5,85.0,True,Male,0.20846243800841635,19525.5,Excellent,283.9767441860465,100K-130K,1
Lee Lee,Port Shari,79695,584,13826,1,50.0,False,Male,0.17348641696467784,39847.5,Fair,271.0980392156863,70K-100K,1
Samuel Rhodes,New Prestonfort,118777,625,40529,38,65.0,True,Male,0.3412192596209704,3045.5641025641025,Fair,614.0757575757576,100K-130K,1
Amy Estrada,Hernandezchester,128059,678,26304,23,80.0,True,Female,0.20540532098485853,5335.791666666667,Good,324.74074074074076,100K-130K,0
Gregory Parker,Sawyerland,148332,520,48700,28,50.0,False,Male,0.3283175579106329,5114.896551724138,Poor,954.9019607843137,130K+,1
Jennifer Ramos,Port Jessica,52810,734,48749,26,60.0,True,Female,0.9231016852868775,1955.9259259259259,Good,799.1639344262295,40K-70K,0
Kevin Miller,West Thomas,110676,837,22981,4,85.0,True,Male,0.20764212656763886,22135.2,Excellent,267.22093023255815,100K-130K,1
Leslie Bennett,South Danielleview,104593,724,12461,35,80.0,True,Female,0.11913799202623503,2905.3611111111113,Good,153.8395061728395,100K-130K,0
Keith Melendez,East Marisa,69446,596,37298,31,50.0,False,Male,0.5370791694266048,2170.1875,Fair,731.3333333333334,40K-70K,1
Ronald Davenport,Troymouth,83225,529,2758,0,40.0,False,Male,0.03313908080504656,83225.0,Poor,67.26829268292683,70K-100K,1
Eric Davidson,Martinezport,101819,727,12755,31,80.0,True,Male,0.12527131478407763,3181.84375,Good,157.46913580246914,100K-130K,1
Maria Johnson,Trevorland,139278,670,39080,30,75.0,True,Female,0.2805898993380146,4492.8387096774195,Good,514.2105263157895,130K+,0
Sheena Burton,Mccannville,30053,682,34588,36,50.0,False,Female,1.150900076531461,812.2432432432432,Good,678.1960784313726,<40K,0
David Perkins,West Steven,69829,438,24421,10,40.0,False,Male,0.3497257586389609,6348.090909090909,Poor,595.6341463414634,40K-70K,1
Isaac Fields,Brandonport,67606,842,42873,4,65.0,True,Male,0.634159689968346,13521.2,Excellent,649.5909090909091,40K-70K,1
Pamela White,New Karenside,57549,630,21723,19,55.0,False,Female,0.37746963457227756,2877.45,Fair,387.9107142857143,40K-70K,0
Michael Cox,Madelinetown,86346,440,34958,18,40.0,False,Male,0.4048595186806569,4544.526315789473,Poor,852.6341463414634,70K-100K,1
John Peterson,North Jeffery,132990,815,15490,12,95.0,True,Male,0.11647492292653583,10230.0,Excellent,161.35416666666666,130K+,1
Kristin Norris,South Stevenland,106019,419,9600,1,45.0,False,Female,0.09054980711004632,53009.5,Poor,208.69565217391303,100K-130K,0
Eric Cox,Prestonhaven,109516,650,12285,19,70.0,True,Male,0.1121753898973666,5475.8,Fair,173.0281690140845,100K-130K,1
Robert Walker,Lake Jeremy,115813,428,14752,8,50.0,False,Male,0.12737775551967395,12868.111111111111,Poor,289.2549019607843,100K-130K,1
Mrs. Pamela Rodriguez,Port Toddchester,72237,343,13868,6,40.0,False,Female,0.19197917964478037,10319.57142857143,Poor,338.2439024390244,70K-100K,0
Matthew Watkins,Wilsonview,90946,344,5341,19,55.0,False,Male,0.058727156774349615,4547.3,Poor,95.375,70K-100K,1
Nicole Patton,New Rachel,87905,489,44948,22,40.0,False,Female,0.511324725555998,3821.9565217391305,Poor,1096.2926829268292,70K-100K,0
Charles Francis,Stacystad,87954,660,11522,32,65.0,True,Male,0.13100029560906837,2665.2727272727275,Fair,174.57575757575756,70K-100K,1
Lisa Wagner,North Loritown,118555,841,15221,12,95.0,True,Female,0.12838766817089114,9119.615384615385,Excellent,158.55208333333334,100K-130K,0
Carolyn Webster,Lake Coreyborough,58010,816,47383,30,75.0,True,Female,0.816807446991898,1871.2903225806451,Excellent,623.4605263157895,40K-70K,0
Kevin Gonzales,East Maryfurt,97000,734,15042,32,75.0,True,Male,0.1550721649484536,2939.3939393939395,Good,197.92105263157896,70K-100K,1
Brian Rollins,South Danielberg,92021,807,24674,18,85.0,True,Male,0.2681344475717499,4843.210526315789,Excellent,286.90697674418607,70K-100K,1
Amanda Murphy,South Justinport,134036,754,15802,35,90.0,True,Female,0.11789370019994629,3723.222222222222,Excellent,173.64835164835165,130K+,0
William Patterson,Port Leahstad,148119,483,1837,31,60.0,True,Male,0.012402190130908257,4628.71875,Poor,30.114754098360656,130K+,1
Jennifer Mills,North Douglasfurt,134336,404,49590,10,50.0,False,Female,0.36914899952358265,12212.363636363636,Poor,972.3529411764706,130K+,0
William Morgan,Martinezchester,126463,811,19252,37,95.0,True,Male,0.1522342503340898,3327.9736842105262,Excellent,200.54166666666666,100K-130K,1
Nicole Owen,Kellyfurt,52241,796,34516,17,70.0,True,Female,0.6607071074443445,2902.277777777778,Excellent,486.14084507042253,40K-70K,0
Jesse Martinez,Crawfordberg,116356,330,7527,3,50.0,False,Male,0.06468940149197291,29089.0,Poor,147.58823529411765,100K-130K,1
Kathleen Johnson,South Cassandra,41114,634,11009,19,45.0,False,Female,0.2677676703799193,2055.7,Fair,239.32608695652175,40K-70K,0
Anne Jones,Sparksborough,67196,600,44390,31,50.0,False,Female,0.6606047979046372,2099.875,Fair,870.3921568627451,40K-70K,0
Dennis Cooper PhD,Port Anthonychester,97561,421,26141,28,45.0,False,Male,0.26794518301370424,3364.1724137931033,Poor,568.2826086956521,70K-100K,1
James Stevens,East Angelaport,117012,468,33209,27,50.0,False,Male,0.2838084982736813,4179.0,Poor,651.156862745098,100K-130K,1
Mike Freeman,New Emilyside,112960,781,32189,35,85.0,True,Male,0.2849592776203966,3137.777777777778,Excellent,374.2906976744186,100K-130K,1
Katie Myers,Garzafurt,111167,661,19640,20,70.0,True,Female,0.17667113441938706,5293.666666666667,Fair,276.61971830985914,100K-130K,0
Kevin Anderson,Michaelshire,73933,327,41970,21,35.0,False,Male,0.56767613920712,3360.590909090909,Poor,1165.8333333333333,70K-100K,1
Jeffrey Braun,Bellbury,42240,553,16376,19,30.0,False,Male,0.38768939393939394,2112.0,Poor,528.258064516129,40K-70K,1
Susan Jones,Dannyburgh,137272,320,36285,20,50.0,False,Female,0.26432921498921846,6536.761904761905,Poor,711.4705882352941,130K+,0
Matthew Henderson,Adamsfort,128453,322,21743,24,55.0,False,Male,0.1692681369839552,5138.12,Poor,388.26785714285717,100K-130K,1
Erica Davis,Garciaborough,60784,644,33553,32,50.0,False,Female,0.5520038167938931,1841.939393939394,Fair,657.9019607843137,40K-70K,0
Mary Jackson,Michaelchester,118184,506,33568,40,50.0,False,Female,0.2840316794151493,2882.5365853658536,Poor,658.1960784313726,100K-130K,0
Rachel Pittman,West Joseph,70687,604,38586,25,50.0,False,Female,0.5458712351634671,2718.730769230769,Fair,756.5882352941177,70K-100K,0
Lori Rubio,New Matthewland,59444,843,32147,27,75.0,True,Female,0.5407946975304488,2123.0,Excellent,422.9868421052632,40K-70K,0
Robert Pearson,Williamport,135717,743,44480,34,85.0,True,Male,0.3277408136047805,3877.6285714285714,Excellent,517.2093023255813,130K+,1
Jason King,Powersside,56100,484,2219,40,50.0,False,Male,0.03955436720142602,1368.2926829268292,Poor,43.509803921568626,40K-70K,1
Shari Ray,Lake Suzanne,49313,778,18559,40,65.0,True,Female,0.3763510636140571,1202.7560975609756,Excellent,281.1969696969697,40K-70K,0
Lisa Hammond,Michaelton,33201,834,14149,23,65.0,True,Female,0.4261618625945002,1383.375,Excellent,214.37878787878788,<40K,0
David Francis,Meganchester,36057,626,5222,40,50.0,False,Male,0.14482624733061542,879.439024390244,Fair,102.3921568627451,<40K,1
Jason Colon,West Gloria,62092,541,27598,15,35.0,False,Male,0.44446949687560394,3880.75,Poor,766.6111111111111,40K-70K,1
Corey Sanchez,Stevenside,92277,746,28657,2,70.0,True,Male,0.31055409256911254,30759.0,Excellent,403.61971830985914,70K-100K,1
Dominic Johnson,Donnaburgh,110120,343,48348,31,45.0,False,Male,0.4390483109335271,3441.25,Poor,1051.0434782608695,100K-130K,1
Amy Mosley,Carolynland,141376,716,24818,5,75.0,True,Female,0.1755460615663196,23562.666666666668,Good,326.55263157894734,130K+,0
Ryan Cameron,North Ashley,130727,812,8906,33,100.0,True,Male,0.06812670680119638,3844.9117647058824,Excellent,88.17821782178218,130K+,1
Lauren Hampton,Tylerland,39545,543,40309,7,20.0,False,Female,1.0193197622961183,4943.125,Poor,1919.4761904761904,<40K,0
Emily Collier,Shafferbury,89692,733,15287,9,70.0,True,Female,0.1704388351246488,8969.2,Good,215.30985915492957,70K-100K,0
Daniel Hill,Kingshire,84321,357,33136,34,45.0,False,Male,0.3929744666216008,2409.1714285714284,Poor,720.3478260869565,70K-100K,1
Travis Stewart,Wellsbury,146147,584,10496,23,75.0,True,Male,0.07181810095314992,6089.458333333333,Fair,138.10526315789474,130K+,1
Jacob Parker,Port Joditon,112544,545,17579,35,55.0,False,Male,0.15619668751777083,3126.222222222222,Poor,313.9107142857143,100K-130K,1
Mark Haynes,New Michellemouth,105454,697,1515,25,85.0,True,Male,0.014366453619587688,4055.923076923077,Good,17.61627906976744,100K-130K,1
Tabitha Turner,West Jason,55485,464,29760,40,35.0,False,Female,0.5363611786969451,1353.2926829268292,Poor,826.6666666666666,40K-70K,0
Robert Newman,West Michellefort,124155,782,49296,26,85.0,True,Male,0.39705207200676573,4598.333333333333,Excellent,573.2093023255813,100K-130K,1
Faith Henderson,Port Ethanview,121272,818,5349,22,100.0,True,Female,0.04410746091430833,5272.695652173913,Excellent,52.960396039603964,100K-130K,0
Nicholas Kelley,Shawntown,80328,353,43033,11,40.0,False,Male,0.5357160641370381,6694.0,Poor,1049.5853658536585,70K-100K,1
Rachel Taylor,Gonzalezport,94799,621,38736,5,50.0,False,Female,0.4086119051888733,15799.833333333334,Fair,759.5294117647059,70K-100K,0
David Reeves,Port Brooke,82383,720,21932,28,70.0,True,Male,0.26621997256715585,2840.793103448276,Good,308.90140845070425,70K-100K,1
Nicholas Green,Laurenborough,61979,386,28164,23,35.0,False,Male,0.4544119782506978,2582.4583333333335,Poor,782.3333333333334,40K-70K,1
Shawn Duffy,North Stacy,49342,534,6831,29,35.0,False,Male,0.13844189534271006,1644.7333333333333,Poor,189.75,40K-70K,1
Michael Jackson,Williamsonview,115990,452,6836,23,60.0,True,Male,0.058936115182343304,4832.916666666667,Poor,112.06557377049181,100K-130K,1
Keith Smith,Ayalamouth,120128,806,8766,14,100.0,True,Male,0.07297216302610549,8008.533333333334,Excellent,86.79207920792079,100K-130K,1
Cheryl Atkins,Keithfort,30726,691,9532,27,55.0,False,Female,0.3102258673436178,1097.357142857143,Good,170.21428571428572,<40K,0
Lindsay Carney,Jessicaborough,147002,728,12820,26,85.0,True,Female,0.08720969782724045,5444.518518518518,Good,149.06976744186048,130K+,0
Alyssa Cherry,New Shannon,128430,554,25224,37,55.0,False,Female,0.19640270964727868,3379.7368421052633,Poor,450.42857142857144,100K-130K,0
Judith Smith,Port Marcus,142779,707,46013,13,75.0,True,Female,0.32226728020227063,10198.5,Good,605.4342105263158,130K+,0
Michelle Fitzgerald,Charlesside,130931,360,4415,21,60.0,True,Female,0.03372005101923914,5951.409090909091,Poor,72.37704918032787,130K+,0
Kaitlin Gomez,North Jonfurt,146059,609,26866,23,70.0,True,Female,0.183939366968143,6085.791666666667,Fair,378.3943661971831,130K+,0
Steven Williams,West Geoffrey,43970,804,23228,29,65.0,True,Male,0.5282692745053446,1465.6666666666667,Excellent,351.93939393939394,40K-70K,1
Evan Moreno,West Darryl,132029,345,9380,31,60.0,True,Male,0.07104499768990147,4125.90625,Poor,153.7704918032787,130K+,1
Sandy Adkins,Campbellview,85724,570,34880,20,40.0,False,Female,0.4068872194484625,4082.095238095238,Poor,850.7317073170732,70K-100K,0
Christopher Doyle,Gallagherberg,58683,750,4487,12,85.0,True,Male,0.07646166692227732,4514.076923076923,Excellent,52.174418604651166,40K-70K,1
Michael Graham,Williamsstad,53053,796,30999,31,70.0,True,Male,0.5843024899628673,1657.90625,Excellent,436.6056338028169,40K-70K,1
Nathan Hernandez,Claytonport,135396,484,12029,32,60.0,True,Male,0.08884309728500103,4102.909090909091,Poor,197.19672131147541,130K+,1
Kristine Alvarado,New Whitney,121214,304,35472,36,50.0,False,Female,0.29263946408830666,3276.054054054054,Poor,695.5294117647059,100K-130K,0
Thomas Sanchez,Rhodesmouth,97889,326,19630,7,45.0,False,Male,0.2005332570564619,12236.125,Poor,426.7391304347826,70K-100K,1
Kevin Bean,Ericland,90889,771,47380,30,75.0,True,Male,0.5212952062405791,2931.9032258064517,Excellent,623.421052631579,70K-100K,1
Tyler Wheeler,West Taramouth,36582,632,48942,36,40.0,False,Male,1.3378710841397408,988.7027027027027,Fair,1193.7073170731708,<40K,1
Scott Solis,Marcuston,103060,372,36858,38,50.0,False,Male,0.35763632835241604,2642.5641025641025,Poor,722.7058823529412,100K-130K,1
James Thompson,Davisborough,62662,466,26460,25,35.0,False,Male,0.42226548785547857,2410.076923076923,Poor,735.0,40K-70K,1
Paul Valdez,West Travischester,141193,617,45889,38,65.0,True,Male,0.32500903019271493,3620.3333333333335,Fair,695.2878787878788,130K+,1
Max Collier,South Sean,45906,697,32223,17,50.0,False,Male,0.7019343876617435,2550.3333333333335,Good,631.8235294117648,40K-70K,1
Jenny Avila,Christinachester,89829,736,7091,2,70.0,True,Female,0.0789388727471084,29943.0,Good,99.87323943661971,70K-100K,0
Valerie Rhodes,South Alison,47477,837,6503,18,75.0,True,Female,0.13697158624175917,2498.7894736842104,Excellent,85.5657894736842,40K-70K,0
Bob Solis,Edgarberg,135043,607,17295,33,70.0,True,Male,0.1280703183430463,3971.8529411764707,Fair,243.59154929577466,130K+,1
Keith Arnold,New Danielchester,90901,722,7192,29,80.0,True,Male,0.07911904159470193,3030.0333333333333,Good,88.79012345679013,70K-100K,1
Laura King,Brendahaven,117500,316,8466,29,60.0,True,Female,0.07205106382978724,3916.6666666666665,Poor,138.78688524590163,100K-130K,0
Clarence Long,South Nancyport,99616,621,39483,29,60.0,True,Male,0.39635199164792806,3320.5333333333333,Fair,647.2622950819672,70K-100K,1
Joanna Morton,Tammyburgh,103259,516,13129,5,50.0,False,Female,0.12714630201725757,17209.833333333332,Poor,257.4313725490196,100K-130K,0
Lindsey Savage,South Amandatown,108047,704,8646,0,70.0,True,Female,0.08002073171860394,108047.0,Good,121.77464788732394,100K-130K,0
John Holt,Turnerstad,71588,704,20834,5,60.0,True,Male,0.2910264290104487,11931.333333333334,Good,341.5409836065574,70K-100K,1
Adrian Rodriguez,Lake Taratown,128992,514,32530,9,45.0,False,Male,0.2521861820888117,12899.2,Poor,707.1739130434783,100K-130K,1
Jessica Garrett,North Kevin,146840,774,10710,30,95.0,True,Female,0.07293652955597929,4736.774193548387,Excellent,111.5625,130K+,0
Bruce Barrera,Maynardfort,88008,320,30459,37,45.0,False,Male,0.3460935369511863,2316.0,Poor,662.1521739130435,70K-100K,1
Edward Gallegos,Williamstown,110301,405,42314,27,50.0,False,Male,0.3836229952584292,3939.3214285714284,Poor,829.6862745098039,100K-130K,1
Sarah Mclaughlin,Benjaminfurt,136824,797,34643,37,85.0,True,Female,0.25319388411389815,3600.6315789473683,Excellent,402.8255813953488,130K+,0
Taylor Stein,Hallton,124276,840,2246,27,100.0,True,Male,0.018072676944864655,4438.428571428572,Excellent,22.237623762376238,100K-130K,1
Kristen Adams,Smallville,146918,806,41809,22,90.0,True,Female,0.28457370778257257,6387.739130434783,Excellent,459.43956043956047,130K+,0
Jeffrey Martin,South Maurice,96162,537,34268,14,45.0,False,Male,0.3563569809280173,6410.8,Poor,744.9565217391304,70K-100K,1
Melinda Dorsey,Andersonport,85933,699,28319,23,70.0,True,Female,0.3295474381203961,3580.5416666666665,Good,398.85915492957747,70K-100K,0
Rebecca Richard,West Hannah,138864,388,44716,30,50.0,False,Female,0.3220129047125245,4479.4838709677415,Poor,876.7843137254902,130K+,0
Curtis Obrien,Port Robertfort,148863,610,16382,13,70.0,True,Male,0.11004749333279593,10633.07142857143,Fair,230.73239436619718,130K+,1
Yvonne Howard,Michaelburgh,101810,478,33995,2,40.0,False,Female,0.3339062960416462,33936.666666666664,Poor,829.1463414634146,100K-130K,0
